log_file,profile_stage,label,H,W,K,seed,graded,table_stage,correct,time_ms,gflops,speedup,raw_instructions,raw_l1d_loads,raw_l1d_misses,raw_mpki,isolated_instructions,isolated_l1d_loads,isolated_l1d_misses,isolated_mpki,raw_elapsed_s,isolated_elapsed_s,isolation_note
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,2048,2048,5,1234,not graded,simd,yes,7.753,27.05,7.48,10832161543,2765020638,23744928,2.192077,1345747001,415573203,10252470,7.618423,0.766027,0.115487,isolated (naive baseline subtracted)
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,4096,4096,3,1234,not graded,naive (ref),yes,80.834,3.74,1.00,19754350429,4134233102,94739112,4.795861,17227392632,3479485120,56241129,3.264634,1.155456,1.022770,substituted from dedicated naive baseline log
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,4096,4096,3,1234,not graded,simd,yes,13.044,23.15,6.20,19754350429,4134233102,94739112,4.795861,2526957797,654747982,38497983,15.234913,1.155456,0.132686,isolated (naive baseline subtracted)
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,4096,4096,5,1234,not graded,naive (ref),yes,223.294,3.76,1.00,43287795780,11049715105,145084633,3.351629,37905679948,9387518813,79867109,2.106996,2.930167,2.496753,substituted from dedicated naive baseline log
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,4096,4096,5,1234,not graded,simd,yes,33.910,24.74,6.58,43287795780,11049715105,145084633,3.351629,5382115832,1662196292,65217524,12.117451,2.930167,0.433415,isolated (naive baseline subtracted)
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,512,512,3,1234,not graded,naive (ref),yes,1.031,4.58,1.00,303668964,65405589,912280,3.004192,278490924,56783492,549211,1.972097,0.020077,0.014643,substituted from dedicated naive baseline log
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,512,512,3,1234,not graded,simd,yes,0.103,45.62,9.97,303668964,65405589,912280,3.004192,25178040,8622097,363069,14.420066,0.020077,0.005435,isolated (naive baseline subtracted)
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,512,512,5,1234,not graded,naive (ref),yes,3.048,4.30,1.00,654605020,170823560,924086,1.411670,601553639,149091692,560303,0.931426,0.040713,0.036723,substituted from dedicated naive baseline log
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,512,512,5,1234,not graded,simd,yes,0.323,40.58,9.44,654605020,170823560,924086,1.411670,53051381,21731868,363783,6.857182,0.040713,0.003990,isolated (naive baseline subtracted)
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,1024,1024,3,1234,not graded,naive (ref),yes,4.600,4.10,1.00,1188222790,254805120,3593322,3.024115,1087588944,220339456,2140651,1.968254,0.065680,0.056068,substituted from dedicated naive baseline log
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,1024,1024,3,1234,not graded,simd,yes,0.438,43.05,10.49,1188222790,254805120,3593322,3.024115,100633846,34465664,1452671,14.435213,0.065680,0.009612,isolated (naive baseline subtracted)
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,1024,1024,5,1234,not graded,naive (ref),yes,13.676,3.83,1.00,2592232950,676544979,3750177,1.446698,2380191527,589660167,2223300,0.934084,0.183990,0.157320,substituted from dedicated naive baseline log
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,1024,1024,5,1234,not graded,simd,yes,1.202,43.64,11.38,2592232950,676544979,3750177,1.446698,212041423,86884812,1526877,7.200843,0.183990,0.026670,isolated (naive baseline subtracted)
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,2048,2048,3,1234,not graded,naive (ref),yes,23.259,3.25,1.00,4717511342,1009840415,14795244,3.136239,4316227905,872280611,8641767,2.002157,0.298019,0.263616,substituted from dedicated naive baseline log
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,2048,2048,3,1234,not graded,simd,yes,2.190,34.48,10.62,4717511342,1009840415,14795244,3.136239,401283437,137559804,6153477,15.334490,0.298019,0.034403,isolated (naive baseline subtracted)
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,2048,2048,5,1234,not graded,naive (ref),yes,56.634,3.70,1.00,10333549107,2696773702,22542216,2.181459,9486414542,2349447435,13492458,1.422293,0.712405,0.650540,substituted from dedicated naive baseline log
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,2048,2048,5,1234,not graded,simd,yes,5.784,36.26,9.79,10333549107,2696773702,22542216,2.181459,847134565,347326267,9049758,10.682787,0.712405,0.061865,isolated (naive baseline subtracted)
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,4096,4096,3,1234,not graded,naive (ref),yes,88.828,3.40,1.00,18831988162,4029586413,96874002,5.144120,17227392632,3479485120,56241129,3.264634,1.202431,1.022770,substituted from dedicated naive baseline log
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,4096,4096,3,1234,not graded,simd,yes,11.010,27.43,8.07,18831988162,4029586413,96874002,5.144120,1604595530,550101293,40632873,25.322813,1.202431,0.179661,isolated (naive baseline subtracted)
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,4096,4096,5,1234,not graded,naive (ref),yes,221.044,3.79,1.00,41294190882,10776830920,145054370,3.512706,37905679948,9387518813,79867109,2.106996,2.812369,2.496753,substituted from dedicated naive baseline log
profile_simd_128bits4unroll_20260906_135437.log,simd,128bits4unroll,4096,4096,5,1234,not graded,simd,yes,23.504,35.69,9.40,41294190882,10776830920,145054370,3.512706,3388510934,1389312107,65187261,19.237731,2.812369,0.315617,isolated (naive baseline subtracted)
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,512,512,3,1234,not graded,naive (ref),yes,0.983,4.80,1.00,306505670,63732013,909515,2.967368,278490924,56783492,549211,1.972097,0.013130,0.014643,substituted from dedicated naive baseline log
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,512,512,3,1234,not graded,simd,yes,0.125,37.68,7.85,306505670,63732013,909515,2.967368,28014746,6948521,360304,12.861227,0.013130,-0.001513,isolated (naive baseline subtracted)
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,512,512,5,1234,not graded,naive (ref),yes,3.154,4.16,1.00,661063555,166537135,947871,1.433858,601553639,149091692,560303,0.931426,0.043216,0.036723,substituted from dedicated naive baseline log
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,512,512,5,1234,not graded,simd,yes,0.448,29.28,7.05,661063555,166537135,947871,1.433858,59509916,17445443,387568,6.512663,0.043216,0.006493,isolated (naive baseline subtracted)
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,1024,1024,3,1234,not graded,naive (ref),yes,4.862,3.88,1.00,1199912981,248210145,3591518,2.993149,1087588944,220339456,2140651,1.968254,0.068175,0.056068,substituted from dedicated naive baseline log
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,1024,1024,3,1234,not graded,simd,yes,0.545,34.63,8.92,1199912981,248210145,3591518,2.993149,112324037,27870689,1450867,12.916799,0.068175,0.012107,isolated (naive baseline subtracted)
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,1024,1024,5,1234,not graded,naive (ref),yes,13.860,3.78,1.00,2618170685,659431020,3750587,1.432522,2380191527,589660167,2223300,0.934084,0.181034,0.157320,substituted from dedicated naive baseline log
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,1024,1024,5,1234,not graded,simd,yes,1.782,29.43,7.78,2618170685,659431020,3750587,1.432522,237979158,69770853,1527287,6.417734,0.181034,0.023714,isolated (naive baseline subtracted)
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,2048,2048,3,1234,not graded,naive (ref),yes,22.081,3.42,1.00,4764865688,983634335,14622193,3.068752,4316227905,872280611,8641767,2.002157,0.308356,0.263616,substituted from dedicated naive baseline log
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,2048,2048,3,1234,not graded,simd,yes,2.877,26.24,7.67,4764865688,983634335,14622193,3.068752,448637783,111353724,5980426,13.330188,0.308356,0.044739,isolated (naive baseline subtracted)
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,2048,2048,5,1234,not graded,naive (ref),yes,57.662,3.64,1.00,10438829276,2628685360,23522306,2.253347,9486414542,2349447435,13492458,1.422293,0.744421,0.650540,substituted from dedicated naive baseline log
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,2048,2048,5,1234,not graded,simd,yes,7.794,26.91,7.40,10438829276,2628685360,23522306,2.253347,952414734,279237925,10029848,10.530967,0.744421,0.093881,isolated (naive baseline subtracted)
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,4096,4096,3,1234,not graded,naive (ref),yes,83.904,3.60,1.00,19020572294,3924591453,96999169,5.099698,17227392632,3479485120,56241129,3.264634,1.176146,1.022770,substituted from dedicated naive baseline log
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,4096,4096,3,1234,not graded,simd,yes,11.826,25.54,7.10,19020572294,3924591453,96999169,5.099698,1793179662,445106333,40758040,22.729479,1.176146,0.153376,isolated (naive baseline subtracted)
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,4096,4096,5,1234,not graded,naive (ref),yes,227.754,3.68,1.00,41714570410,10504391649,145215916,3.481180,37905679948,9387518813,79867109,2.106996,2.968631,2.496753,substituted from dedicated naive baseline log
profile_simd_256bits1unroll_20260906_135643.log,simd,256bits1unroll,4096,4096,5,1234,not graded,simd,yes,31.536,26.60,7.22,41714570410,10504391649,145215916,3.481180,3808890462,1116872836,65348807,17.156914,2.968631,0.471879,isolated (naive baseline subtracted)
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,512,512,3,1234,not graded,naive (ref),yes,1.000,4.72,1.00,297993264,62264900,910343,3.054911,278490924,56783492,549211,1.972097,0.016088,0.014643,substituted from dedicated naive baseline log
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,512,512,3,1234,not graded,simd,yes,0.080,58.99,12.51,297993264,62264900,910343,3.054911,19502340,5481408,361132,18.517368,0.016088,0.001445,isolated (naive baseline subtracted)
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,512,512,5,1234,not graded,naive (ref),yes,3.079,4.26,1.00,642412106,162450224,923842,1.438083,601553639,149091692,560303,0.931426,0.039648,0.036723,substituted from dedicated naive baseline log
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,512,512,5,1234,not graded,simd,yes,0.211,62.07,14.58,642412106,162450224,923842,1.438083,40858467,13358532,363539,8.897519,0.039648,0.002924,isolated (naive baseline subtracted)
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,1024,1024,3,1234,not graded,naive (ref),yes,4.809,3.92,1.00,1165702015,242289650,3588247,3.078185,1087588944,220339456,2140651,1.968254,0.065373,0.056068,substituted from dedicated naive baseline log
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,1024,1024,3,1234,not graded,simd,yes,0.333,56.63,14.43,1165702015,242289650,3588247,3.078185,78113071,21950194,1447596,18.532058,0.065373,0.009305,isolated (naive baseline subtracted)
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,1024,1024,5,1234,not graded,naive (ref),yes,13.737,3.82,1.00,2543360100,643021444,3708035,1.457928,2380191527,589660167,2223300,0.934084,0.172307,0.157320,substituted from dedicated naive baseline log
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,1024,1024,5,1234,not graded,simd,yes,0.888,59.02,15.46,2543360100,643021444,3708035,1.457928,163168573,53361277,1484735,9.099393,0.172307,0.014987,isolated (naive baseline subtracted)
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,2048,2048,3,1234,not graded,naive (ref),yes,21.216,3.56,1.00,4628195071,959959000,14634125,3.161951,4316227905,872280611,8641767,2.002157,0.289885,0.263616,substituted from dedicated naive baseline log
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,2048,2048,3,1234,not graded,simd,yes,2.007,37.62,10.57,4628195071,959959000,14634125,3.161951,311967166,87678389,5992358,19.208297,0.289885,0.026268,isolated (naive baseline subtracted)
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,2048,2048,5,1234,not graded,naive (ref),yes,57.633,3.64,1.00,10139585798,2563058633,22364898,2.205701,9486414542,2349447435,13492458,1.422293,0.714152,0.650540,substituted from dedicated naive baseline log
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,2048,2048,5,1234,not graded,simd,yes,4.500,46.60,12.81,10139585798,2563058633,22364898,2.205701,653171256,213611198,8872440,13.583635,0.714152,0.063612,isolated (naive baseline subtracted)
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,4096,4096,3,1234,not graded,naive (ref),yes,84.441,3.58,1.00,18485156859,3832823108,97284461,5.262842,17227392632,3479485120,56241129,3.264634,1.170923,1.022770,substituted from dedicated naive baseline log
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,4096,4096,3,1234,not graded,simd,yes,9.841,30.69,8.58,18485156859,3832823108,97284461,5.262842,1257764227,353337988,41043332,32.631976,1.170923,0.148153,isolated (naive baseline subtracted)
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,4096,4096,5,1234,not graded,naive (ref),yes,226.069,3.71,1.00,40517797895,10241892175,145192235,3.583419,37905679948,9387518813,79867109,2.106996,2.830356,2.496753,substituted from dedicated naive baseline log
profile_simd_256bits2unroll_20260906_135744.log,simd,256bits2unroll,4096,4096,5,1234,not graded,simd,yes,18.155,46.21,12.45,40517797895,10241892175,145192235,3.583419,2612117947,854373362,65325126,25.008490,2.830356,0.333603,isolated (naive baseline subtracted)
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,512,512,3,1234,not graded,naive (ref),yes,1.050,4.49,1.00,293465415,60772858,906053,3.087427,278490924,56783492,549211,1.972097,0.016133,0.014643,substituted from dedicated naive baseline log
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,512,512,3,1234,not graded,simd,yes,0.097,48.63,10.82,293465415,60772858,906053,3.087427,14974491,3989366,356842,23.829992,0.016133,0.001491,isolated (naive baseline subtracted)
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,512,512,5,1234,not graded,naive (ref),yes,3.437,3.81,1.00,632384217,158349989,928045,1.467533,601553639,149091692,560303,0.931426,0.044310,0.036723,substituted from dedicated naive baseline log
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,512,512,5,1234,not graded,simd,yes,0.238,55.05,14.43,632384217,158349989,928045,1.467533,30830578,9258297,367742,11.927833,0.044310,0.007587,isolated (naive baseline subtracted)
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,1024,1024,3,1234,not graded,naive (ref),yes,5.068,3.72,1.00,1148102228,236421724,3586879,3.124181,1087588944,220339456,2140651,1.968254,0.068531,0.056068,substituted from dedicated naive baseline log
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,1024,1024,3,1234,not graded,simd,yes,0.343,55.00,14.77,1148102228,236421724,3586879,3.124181,60513284,16082268,1446228,23.899347,0.068531,0.012463,isolated (naive baseline subtracted)
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,1024,1024,5,1234,not graded,naive (ref),yes,13.929,3.76,1.00,2503560540,626692350,3703923,1.479462,2380191527,589660167,2223300,0.934084,0.174219,0.157320,substituted from dedicated naive baseline log
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,1024,1024,5,1234,not graded,simd,yes,0.910,57.60,15.30,2503560540,626692350,3703923,1.479462,123369013,37032183,1480623,12.001579,0.174219,0.016899,isolated (naive baseline subtracted)
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,2048,2048,3,1234,not graded,naive (ref),yes,20.820,3.63,1.00,4557069528,936321312,14456255,3.172270,4316227905,872280611,8641767,2.002157,0.287021,0.263616,substituted from dedicated naive baseline log
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,2048,2048,3,1234,not graded,simd,yes,1.958,38.55,10.63,4557069528,936321312,14456255,3.172270,240841623,64040701,5814488,24.142372,0.287021,0.023405,isolated (naive baseline subtracted)
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,2048,2048,5,1234,not graded,naive (ref),yes,59.152,3.55,1.00,9979082078,2497418938,21922392,2.196835,9486414542,2349447435,13492458,1.422293,0.729507,0.650540,substituted from dedicated naive baseline log
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,2048,2048,5,1234,not graded,simd,yes,4.568,45.91,12.95,9979082078,2497418938,21922392,2.196835,492667536,147971503,8429934,17.110797,0.729507,0.078967,isolated (naive baseline subtracted)
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,4096,4096,3,1234,not graded,naive (ref),yes,90.849,3.32,1.00,18191929070,3735877376,98158925,5.395740,17227392632,3479485120,56241129,3.264634,1.219440,1.022770,substituted from dedicated naive baseline log
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,4096,4096,3,1234,not graded,simd,yes,9.671,31.23,9.39,18191929070,3735877376,98158925,5.395740,964536438,256392256,41917796,43.459007,1.219440,0.196670,isolated (naive baseline subtracted)
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,4096,4096,5,1234,not graded,naive (ref),yes,221.500,3.79,1.00,39877958076,9979722075,145035693,3.636989,37905679948,9387518813,79867109,2.106996,2.744773,2.496753,substituted from dedicated naive baseline log
profile_simd_512bits1unroll_20260906_135852.log,simd,512bits1unroll,4096,4096,5,1234,not graded,simd,yes,17.397,48.22,12.73,39877958076,9979722075,145035693,3.636989,1972278128,592203262,65168584,33.042289,2.744773,0.248021,isolated (naive baseline subtracted)
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,512,512,3,1234,not graded,naive (ref),yes,0.995,4.74,1.00,511529548,105092595,910793,1.780529,278490924,56783492,549211,1.972097,0.025315,0.014643,substituted from dedicated naive baseline log
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,512,512,3,1234,not graded,tile,yes,0.981,4.81,1.01,511529548,105092595,910793,1.780529,233038624,48309103,361582,1.551597,0.025315,0.010673,isolated (naive baseline subtracted)
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,512,512,5,1234,not graded,naive (ref),yes,3.112,4.21,1.00,1128178889,281287164,934520,0.828344,601553639,149091692,560303,0.931426,0.072344,0.036723,substituted from dedicated naive baseline log
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,512,512,5,1234,not graded,tile,yes,3.383,3.87,0.92,1128178889,281287164,934520,0.828344,526625250,132195472,374217,0.710594,0.072344,0.035621,isolated (naive baseline subtracted)
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,1024,1024,3,1234,not graded,naive (ref),yes,4.540,4.16,1.00,2019648012,413526825,3635241,1.799938,1087588944,220339456,2140651,1.968254,0.107380,0.056068,substituted from dedicated naive baseline log
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,1024,1024,3,1234,not graded,tile,yes,4.452,4.24,1.02,2019648012,413526825,3635241,1.799938,932059068,193187369,1494590,1.603536,0.107380,0.051312,isolated (naive baseline subtracted)
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,1024,1024,5,1234,not graded,naive (ref),yes,14.079,3.72,1.00,4487268585,1118567926,3826756,0.852803,2380191527,589660167,2223300,0.934084,0.313680,0.157320,substituted from dedicated naive baseline log
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,1024,1024,5,1234,not graded,tile,yes,14.815,3.54,0.95,4487268585,1118567926,3826756,0.852803,2107077058,528907759,1603456,0.760986,0.313680,0.156360,isolated (naive baseline subtracted)
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,2048,2048,3,1234,not graded,naive (ref),yes,20.620,3.66,1.00,8043267600,1644769737,14795807,1.839527,4316227905,872280611,8641767,2.002157,0.465999,0.263616,substituted from dedicated naive baseline log
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,2048,2048,3,1234,not graded,tile,yes,20.287,3.72,1.02,8043267600,1644769737,14795807,1.839527,3727039695,772489126,6154040,1.651187,0.465999,0.202383,isolated (naive baseline subtracted)
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,2048,2048,5,1234,not graded,naive (ref),yes,59.018,3.55,1.00,17914136110,4464953097,20418487,1.139797,9486414542,2349447435,13492458,1.422293,1.266609,0.650540,substituted from dedicated naive baseline log
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,2048,2048,5,1234,not graded,tile,yes,57.771,3.63,1.02,17914136110,4464953097,20418487,1.139797,8427721568,2115505662,6926029,0.821815,1.266609,0.616069,isolated (naive baseline subtracted)
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,4096,4096,3,1234,not graded,naive (ref),yes,81.441,3.71,1.00,32135706807,6569469112,80262811,2.497621,17227392632,3479485120,56241129,3.264634,1.811187,1.022770,substituted from dedicated naive baseline log
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,4096,4096,3,1234,not graded,tile,yes,77.867,3.88,1.05,32135706807,6569469112,80262811,2.497621,14908314175,3089983992,24021682,1.611294,1.811187,0.788417,isolated (naive baseline subtracted)
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,4096,4096,5,1234,not graded,naive (ref),yes,222.396,3.77,1.00,71613575057,17848765988,105037702,1.466729,37905679948,9387518813,79867109,2.106996,4.858014,2.496753,substituted from dedicated naive baseline log
profile_tile_tileSize1024_20260906_125234.log,tile,tileSize1024,4096,4096,5,1234,not graded,tile,yes,226.613,3.70,0.98,71613575057,17848765988,105037702,1.466729,33707895109,8461247175,25170593,0.746727,4.858014,2.361261,isolated (naive baseline subtracted)
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,512,512,3,1234,not graded,naive (ref),yes,0.990,4.77,1.00,519759045,105218331,979676,1.884866,278490924,56783492,549211,1.972097,0.025333,0.014643,substituted from dedicated naive baseline log
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,512,512,3,1234,not graded,tile,yes,1.052,4.49,0.94,519759045,105218331,979676,1.884866,241268121,48434839,430465,1.784177,0.025333,0.010690,isolated (naive baseline subtracted)
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,512,512,5,1234,not graded,naive (ref),yes,3.160,4.15,1.00,1141841958,281455948,1015689,0.889518,601553639,149091692,560303,0.931426,0.073207,0.036723,substituted from dedicated naive baseline log
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,512,512,5,1234,not graded,tile,yes,3.351,3.91,0.94,1141841958,281455948,1015689,0.889518,540288319,132364256,455386,0.842857,0.073207,0.036484,isolated (naive baseline subtracted)
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,1024,1024,3,1234,not graded,naive (ref),yes,4.657,4.05,1.00,2053331322,414243145,3943419,1.920498,1087588944,220339456,2140651,1.968254,0.111079,0.056068,substituted from dedicated naive baseline log
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,1024,1024,3,1234,not graded,tile,yes,4.727,3.99,0.99,2053331322,414243145,3943419,1.920498,965742378,193903689,1802768,1.866717,0.111079,0.055011,isolated (naive baseline subtracted)
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,1024,1024,5,1234,not graded,naive (ref),yes,13.976,3.75,1.00,4541928024,1119274147,4009754,0.882831,2380191527,589660167,2223300,0.934084,0.327982,0.157320,substituted from dedicated naive baseline log
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,1024,1024,5,1234,not graded,tile,yes,14.783,3.55,0.95,4541928024,1119274147,4009754,0.882831,2161736497,529613980,1786454,0.826398,0.327982,0.170662,isolated (naive baseline subtracted)
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,2048,2048,3,1234,not graded,naive (ref),yes,20.984,3.60,1.00,8178409869,1647678773,15711843,1.921137,4316227905,872280611,8641767,2.002157,0.484490,0.263616,substituted from dedicated naive baseline log
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,2048,2048,3,1234,not graded,tile,yes,21.386,3.53,0.98,8178409869,1647678773,15711843,1.921137,3862181964,775398162,7070076,1.830591,0.484490,0.220874,isolated (naive baseline subtracted)
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,2048,2048,5,1234,not graded,naive (ref),yes,56.898,3.69,1.00,18133097262,4467833957,20673476,1.140096,9486414542,2349447435,13492458,1.422293,1.263551,0.650540,substituted from dedicated naive baseline log
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,2048,2048,5,1234,not graded,tile,yes,58.765,3.57,0.97,18133097262,4467833957,20673476,1.140096,8646682720,2118386522,7181018,0.830494,1.263551,0.613011,isolated (naive baseline subtracted)
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,4096,4096,3,1234,not graded,naive (ref),yes,81.094,3.72,1.00,32675952846,6581014566,83974998,2.569933,17227392632,3479485120,56241129,3.264634,1.838614,1.022770,substituted from dedicated naive baseline log
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,4096,4096,3,1234,not graded,tile,yes,81.697,3.70,0.99,32675952846,6581014566,83974998,2.569933,15448560214,3101529446,27733869,1.795240,1.838614,0.815844,isolated (naive baseline subtracted)
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,4096,4096,5,1234,not graded,naive (ref),yes,223.300,3.76,1.00,72489912953,17860447371,107691290,1.485604,37905679948,9387518813,79867109,2.106996,4.870020,2.496753,substituted from dedicated naive baseline log
profile_tile_tileSize128_20260906_124904.log,tile,tileSize128,4096,4096,5,1234,not graded,tile,yes,227.959,3.68,0.98,72489912953,17860447371,107691290,1.485604,34584233005,8472928558,27824181,0.804534,4.870020,2.373268,isolated (naive baseline subtracted)
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,512,512,3,1234,not graded,naive (ref),yes,0.996,4.74,1.00,524650073,106716198,975010,1.858401,278490924,56783492,549211,1.972097,0.025994,0.014643,substituted from dedicated naive baseline log
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,512,512,3,1234,not graded,tile,yes,1.087,4.34,0.92,524650073,106716198,975010,1.858401,246159149,49932706,425799,1.729771,0.025994,0.011351,isolated (naive baseline subtracted)
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,512,512,5,1234,not graded,naive (ref),yes,3.555,3.69,1.00,1146710556,282953639,1022317,0.891521,601553639,149091692,560303,0.931426,0.082216,0.036723,substituted from dedicated naive baseline log
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,512,512,5,1234,not graded,tile,yes,3.919,3.34,0.91,1146710556,282953639,1022317,0.891521,545156917,133861947,462014,0.847488,0.082216,0.045493,isolated (naive baseline subtracted)
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,1024,1024,3,1234,not graded,naive (ref),yes,5.879,3.21,1.00,2072398140,420105516,5853697,2.824601,1087588944,220339456,2140651,1.968254,0.124379,0.056068,substituted from dedicated naive baseline log
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,1024,1024,3,1234,not graded,tile,yes,5.051,3.74,1.16,2072398140,420105516,5853697,2.824601,984809196,199766060,3713046,3.770320,0.124379,0.068311,isolated (naive baseline subtracted)
profile_tile_tileSize16_20260906_124556.log,tile,tileSize16,1024,1024,5,1234,not graded,naive (ref),yes,14.059,3.73,1.00,4561183770,1125181784,4979433,1.091698,2380191527,589660167,2223300,0.934084,0.331562,0.157320,substituted from dedicated naive baseline log
