log_file,profile_stage,label,H,W,K,seed,graded,table_stage,correct,time_ms,gflops,speedup,raw_instructions,raw_l1d_loads,raw_l1d_misses,raw_mpki,isolated_instructions,isolated_l1d_loads,isolated_l1d_misses,isolated_mpki,raw_elapsed_s,isolated_elapsed_s,isolation_note
profile_optimized_tileSize32SIMDbits512_20260906_150536.log,optimized,tileSize32SIMDbits512,1024,1024,5,1234,not graded,naive (ref),yes,13.599,3.86,1.00,2473891246,620500503,4526048,1.829526,2380191527,589660167,2223300,0.934084,0.168005,0.157320,substituted from dedicated naive baseline log
profile_optimized_tileSize32SIMDbits512_20260906_150536.log,optimized,tileSize32SIMDbits512,1024,1024,5,1234,not graded,optimized,yes,0.741,70.76,18.35,2473891246,620500503,4526048,1.829526,93699719,30840336,2302748,24.575826,0.168005,0.010685,isolated (naive baseline subtracted)
profile_optimized_tileSize32SIMDbits512_20260906_150536.log,optimized,tileSize32SIMDbits512,2048,2048,3,1234,not graded,naive (ref),yes,22.033,3.43,1.00,4512533065,932717500,17266978,3.826449,4316227905,872280611,8641767,2.002157,0.291017,0.263616,substituted from dedicated naive baseline log
profile_optimized_tileSize32SIMDbits512_20260906_150536.log,optimized,tileSize32SIMDbits512,2048,2048,3,1234,not graded,optimized,yes,2.113,35.73,10.43,4512533065,932717500,17266978,3.826449,196305160,60436889,8625211,43.937770,0.291017,0.027400,isolated (naive baseline subtracted)
profile_optimized_tileSize32SIMDbits512_20260906_150536.log,optimized,tileSize32SIMDbits512,2048,2048,5,1234,not graded,naive (ref),yes,56.640,3.70,1.00,9860518550,2472696555,22702701,2.302384,9486414542,2349447435,13492458,1.422293,0.691587,0.650540,substituted from dedicated naive baseline log
profile_optimized_tileSize32SIMDbits512_20260906_150536.log,optimized,tileSize32SIMDbits512,2048,2048,5,1234,not graded,optimized,yes,3.417,61.38,16.58,9860518550,2472696555,22702701,2.302384,374104008,123249120,9210243,24.619472,0.691587,0.041047,isolated (naive baseline subtracted)
profile_optimized_tileSize32SIMDbits512_20260906_150536.log,optimized,tileSize32SIMDbits512,4096,4096,3,1234,not graded,naive (ref),yes,87.468,3.45,1.00,18044062850,3729595184,89881854,4.981243,17227392632,3479485120,56241129,3.264634,1.180584,1.022770,substituted from dedicated naive baseline log
profile_optimized_tileSize32SIMDbits512_20260906_150536.log,optimized,tileSize32SIMDbits512,4096,4096,3,1234,not graded,optimized,yes,9.169,32.94,9.54,18044062850,3729595184,89881854,4.981243,816670218,250110064,33640725,41.192545,1.180584,0.157814,isolated (naive baseline subtracted)
profile_optimized_tileSize32SIMDbits512_20260906_150536.log,optimized,tileSize32SIMDbits512,4096,4096,5,1234,not graded,naive (ref),yes,223.338,3.76,1.00,39403722917,9880892637,116518758,2.957049,37905679948,9387518813,79867109,2.106996,2.740954,2.496753,substituted from dedicated naive baseline log
profile_optimized_tileSize32SIMDbits512_20260906_150536.log,optimized,tileSize32SIMDbits512,4096,4096,5,1234,not graded,optimized,yes,14.277,58.76,15.64,39403722917,9880892637,116518758,2.957049,1498042969,493373824,36651649,24.466354,2.740954,0.244201,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,512,512,3,1234,not graded,naive (ref),yes,0.999,4.72,1.00,293195132,65153021,1036217,3.534223,278490924,56783492,549211,1.972097,0.016472,0.014643,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,512,512,3,1234,not graded,optimized,yes,0.134,35.09,7.43,293195132,65153021,1036217,3.534223,14704208,8369529,487006,33.120179,0.016472,0.001829,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,512,512,5,1234,not graded,naive (ref),yes,3.089,4.24,1.00,633455202,169930262,1054029,1.663936,601553639,149091692,560303,0.931426,0.040793,0.036723,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,512,512,5,1234,not graded,optimized,yes,0.336,39.05,9.20,633455202,169930262,1054029,1.663936,31901563,20838570,493726,15.476546,0.040793,0.004069,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,1024,1024,3,1234,not graded,naive (ref),yes,4.592,4.11,1.00,1146915905,253946227,4103712,3.578041,1087588944,220339456,2140651,1.968254,0.065930,0.056068,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,1024,1024,3,1234,not graded,optimized,yes,0.573,32.92,8.01,1146915905,253946227,4103712,3.578041,59326961,33606771,1963061,33.088851,0.065930,0.009862,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,1024,1024,5,1234,not graded,naive (ref),yes,13.569,3.86,1.00,2507933967,673050016,4242100,1.691472,2380191527,589660167,2223300,0.934084,0.171650,0.157320,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,1024,1024,5,1234,not graded,optimized,yes,1.283,40.86,10.58,2507933967,673050016,4242100,1.691472,127742440,83389849,2018800,15.803675,0.171650,0.014330,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,2048,2048,3,1234,not graded,naive (ref),yes,22.044,3.42,1.00,4552840313,1006548411,16585440,3.642878,4316227905,872280611,8641767,2.002157,0.309346,0.263616,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,2048,2048,3,1234,not graded,optimized,yes,3.933,19.19,5.60,4552840313,1006548411,16585440,3.642878,236612408,134267800,7943673,33.572512,0.309346,0.045730,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,2048,2048,5,1234,not graded,naive (ref),yes,58.059,3.61,1.00,9997526528,2683090013,21822648,2.182805,9486414542,2349447435,13492458,1.422293,0.746020,0.650540,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,2048,2048,5,1234,not graded,optimized,yes,7.446,28.17,7.80,9997526528,2683090013,21822648,2.182805,511111986,333642578,8330190,16.298170,0.746020,0.095480,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,4096,4096,3,1234,not graded,naive (ref),yes,84.230,3.59,1.00,18269217671,4041456676,86565035,4.738300,17227392632,3479485120,56241129,3.264634,1.245587,1.022770,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,4096,4096,3,1234,not graded,optimized,yes,16.517,18.28,5.10,18269217671,4041456676,86565035,4.738300,1041825039,561971556,30323906,29.106524,1.245587,0.222816,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,4096,4096,5,1234,not graded,naive (ref),yes,221.488,3.79,1.00,39950963467,10722233660,112270877,2.810217,37905679948,9387518813,79867109,2.106996,2.886295,2.496753,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits128_20260906_150723.log,optimized,tileSize64SIMDbits128,4096,4096,5,1234,not graded,optimized,yes,30.815,27.22,7.19,39950963467,10722233660,112270877,2.810217,2045283519,1334714847,32403768,15.843167,2.886295,0.389542,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,512,512,3,1234,not graded,naive (ref),yes,0.997,4.73,1.00,287832096,61317717,1023544,3.556045,278490924,56783492,549211,1.972097,0.016484,0.014643,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,512,512,3,1234,not graded,optimized,yes,0.084,56.48,11.94,287832096,61317717,1023544,3.556045,9341172,4534225,474333,50.778746,0.016484,0.001841,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,512,512,5,1234,not graded,naive (ref),yes,3.456,3.79,1.00,620359218,159574952,1046816,1.687435,601553639,149091692,560303,0.931426,0.043010,0.036723,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,512,512,5,1234,not graded,optimized,yes,0.205,63.94,16.86,620359218,159574952,1046816,1.687435,18805579,10483260,486513,25.870674,0.043010,0.006287,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,1024,1024,3,1234,not graded,naive (ref),yes,5.505,3.43,1.00,1125765592,238675609,4055525,3.602460,1087588944,220339456,2140651,1.968254,0.073707,0.056068,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,1024,1024,3,1234,not graded,optimized,yes,0.378,49.91,14.56,1125765592,238675609,4055525,3.602460,38176648,18336153,1914874,50.158254,0.073707,0.017639,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,1024,1024,5,1234,not graded,naive (ref),yes,13.823,3.79,1.00,2455489974,631591998,4206381,1.713052,2380191527,589660167,2223300,0.934084,0.169831,0.157320,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,1024,1024,5,1234,not graded,optimized,yes,0.773,67.81,17.88,2455489974,631591998,4206381,1.713052,75298447,41931831,1983081,26.336280,0.169831,0.012511,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,2048,2048,3,1234,not graded,naive (ref),yes,21.518,3.51,1.00,4468711309,945559168,16246762,3.635671,4316227905,872280611,8641767,2.002157,0.297687,0.263616,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,2048,2048,3,1234,not graded,optimized,yes,2.420,31.19,8.89,4468711309,945559168,16246762,3.635671,152483404,73278557,7604995,49.874247,0.297687,0.034071,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,2048,2048,5,1234,not graded,naive (ref),yes,62.826,3.34,1.00,9787926876,2517329120,21452909,2.191773,9486414542,2349447435,13492458,1.422293,0.781233,0.650540,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,2048,2048,5,1234,not graded,optimized,yes,5.734,36.58,10.96,9787926876,2517329120,21452909,2.191773,301512334,167881685,7960451,26.401742,0.781233,0.130693,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,4096,4096,3,1234,not graded,naive (ref),yes,84.765,3.56,1.00,17868227578,3780771593,86214417,4.825012,17227392632,3479485120,56241129,3.264634,1.211681,1.022770,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,4096,4096,3,1234,not graded,optimized,yes,10.739,28.12,7.89,17868227578,3780771593,86214417,4.825012,640834946,301286473,29973288,46.772243,1.211681,0.188911,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,4096,4096,5,1234,not graded,naive (ref),yes,224.069,3.74,1.00,39111124367,10058802957,111502956,2.850927,37905679948,9387518813,79867109,2.106996,2.813247,2.496753,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits256_20260906_150821.log,optimized,tileSize64SIMDbits256,4096,4096,5,1234,not graded,optimized,yes,21.526,38.97,10.41,39111124367,10058802957,111502956,2.850927,1205444419,671284144,31635847,26.244136,2.813247,0.316494,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,512,512,3,1234,not graded,naive (ref),yes,0.996,4.74,1.00,286738942,59889764,1005028,3.505028,278490924,56783492,549211,1.972097,0.015722,0.014643,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,512,512,3,1234,not graded,optimized,yes,0.074,63.81,13.47,286738942,59889764,1005028,3.505028,8248018,3106272,455817,55.263822,0.015722,0.001079,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,512,512,5,1234,not graded,naive (ref),yes,3.057,4.29,1.00,616666255,155447001,1024773,1.661795,601553639,149091692,560303,0.931426,0.039304,0.036723,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,512,512,5,1234,not graded,optimized,yes,0.165,79.64,18.57,616666255,155447001,1024773,1.661795,15112616,6355309,464470,30.733925,0.039304,0.002581,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,1024,1024,3,1234,not graded,naive (ref),yes,4.829,3.91,1.00,1120755075,232784369,3967367,3.539905,1087588944,220339456,2140651,1.968254,0.065765,0.056068,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,1024,1024,3,1234,not graded,optimized,yes,0.330,57.13,14.62,1120755075,232784369,3967367,3.539905,33166131,12444913,1826716,55.077754,0.065765,0.009697,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,1024,1024,5,1234,not graded,naive (ref),yes,13.660,3.84,1.00,2441112004,615192242,4135690,1.694183,2380191527,589660167,2223300,0.934084,0.166484,0.157320,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,1024,1024,5,1234,not graded,optimized,yes,0.630,83.19,21.67,2441112004,615192242,4135690,1.694183,60920477,25532075,1912390,31.391580,0.166484,0.009163,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,2048,2048,3,1234,not graded,naive (ref),yes,35.955,2.10,1.00,4449026437,922124480,18263988,4.105165,4316227905,872280611,8641767,2.002157,0.371639,0.263616,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,2048,2048,3,1234,not graded,optimized,yes,2.305,32.76,15.60,4449026437,922124480,18263988,4.105165,132798532,49843869,9622221,72.457284,0.371639,0.108023,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,2048,2048,5,1234,not graded,naive (ref),yes,57.693,3.64,1.00,9730262532,2451629987,21156410,2.174290,9486414542,2349447435,13492458,1.422293,0.709983,0.650540,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,2048,2048,5,1234,not graded,optimized,yes,4.670,44.90,12.35,9730262532,2451629987,21156410,2.174290,243847990,102182552,7663952,31.429219,0.709983,0.059443,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,4096,4096,3,1234,not graded,naive (ref),yes,84.362,3.58,1.00,17843968719,3701222905,83905701,4.702188,17227392632,3479485120,56241129,3.264634,1.185792,1.022770,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,4096,4096,3,1234,not graded,optimized,yes,10.032,30.10,8.41,17843968719,3701222905,83905701,4.702188,616576087,221737785,27664572,44.868059,1.185792,0.163022,isolated (naive baseline subtracted)
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,4096,4096,5,1234,not graded,naive (ref),yes,225.941,3.71,1.00,38882934879,9796651411,110042281,2.830092,37905679948,9387518813,79867109,2.106996,2.803878,2.496753,substituted from dedicated naive baseline log
profile_optimized_tileSize64SIMDbits512_20260906_150931.log,optimized,tileSize64SIMDbits512,4096,4096,5,1234,not graded,optimized,yes,18.513,45.31,12.20,38882934879,9796651411,110042281,2.830092,977254931,409132598,30175172,30.877482,2.803878,0.307126,isolated (naive baseline subtracted)
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,512,512,3,1234,not graded,naive (ref),yes,0.990,4.77,1.00,422819522,105037214,3702363,8.756367,278490924,56783492,549211,1.972097,0.022747,0.014643,substituted from dedicated naive baseline log
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,512,512,3,1234,not graded,reorder,yes,0.792,5.96,1.25,422819522,105037214,3702363,8.756367,144328598,48253722,3153152,21.847035,0.022747,0.008104,isolated (naive baseline subtracted)
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,512,512,5,1234,not graded,naive (ref),yes,3.258,4.02,1.00,998672723,281251965,9020076,9.032064,601553639,149091692,560303,0.931426,0.064152,0.036723,substituted from dedicated naive baseline log
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,512,512,5,1234,not graded,reorder,yes,2.387,5.49,1.36,998672723,281251965,9020076,9.032064,397119084,132160273,8459773,21.302862,0.064152,0.027429,isolated (naive baseline subtracted)
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,1024,1024,3,1234,not graded,naive (ref),yes,4.704,4.01,1.00,1663765438,413373532,14748849,8.864741,1087588944,220339456,2140651,1.968254,0.097721,0.056068,substituted from dedicated naive baseline log
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,1024,1024,3,1234,not graded,reorder,yes,3.483,5.42,1.35,1663765438,413373532,14748849,8.864741,576176494,193034076,12608198,21.882528,0.097721,0.041653,isolated (naive baseline subtracted)
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,1024,1024,5,1234,not graded,naive (ref),yes,15.143,3.46,1.00,3965755814,1118395763,35930318,9.060144,2380191527,589660167,2223300,0.934084,0.284789,0.157320,substituted from dedicated naive baseline log
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,1024,1024,5,1234,not graded,reorder,yes,10.912,4.80,1.39,3965755814,1118395763,35930318,9.060144,1585564287,528735596,33707018,21.258689,0.284789,0.127469,isolated (naive baseline subtracted)
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,2048,2048,3,1234,not graded,naive (ref),yes,20.989,3.60,1.00,6627876662,1644462873,56542283,8.530980,4316227905,872280611,8641767,2.002157,0.467707,0.263616,substituted from dedicated naive baseline log
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,2048,2048,3,1234,not graded,reorder,yes,20.209,3.74,1.04,6627876662,1644462873,56542283,8.530980,2311648757,772182262,47900516,20.721364,0.467707,0.204091,isolated (naive baseline subtracted)
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,2048,2048,5,1234,not graded,naive (ref),yes,58.226,3.60,1.00,15831065138,4464437265,145365971,9.182324,9486414542,2349447435,13492458,1.422293,1.243056,0.650540,substituted from dedicated naive baseline log
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,2048,2048,5,1234,not graded,reorder,yes,56.545,3.71,1.03,15831065138,4464437265,145365971,9.182324,6344650596,2114989830,131873513,20.784992,1.243056,0.592516,isolated (naive baseline subtracted)
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,4096,4096,3,1234,not graded,naive (ref),yes,81.319,3.71,1.00,26468683715,6568078095,247415711,9.347488,17227392632,3479485120,56241129,3.264634,1.815615,1.022770,substituted from dedicated naive baseline log
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,4096,4096,3,1234,not graded,reorder,yes,78.725,3.84,1.03,26468683715,6568078095,247415711,9.347488,9241291083,3088592975,191174582,20.686999,1.815615,0.792845,isolated (naive baseline subtracted)
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,4096,4096,5,1234,not graded,naive (ref),yes,225.501,3.72,1.00,63270284479,17847271776,607289927,9.598344,37905679948,9387518813,79867109,2.106996,4.742397,2.496753,substituted from dedicated naive baseline log
profile_reorder_reorder8combo_20260906_121922.log,reorder,reorder8combo,4096,4096,5,1234,not graded,reorder,yes,212.181,3.95,1.06,63270284479,17847271776,607289927,9.598344,25364604531,8459752963,527422818,20.793654,4.742397,2.245644,isolated (naive baseline subtracted)
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,512,512,3,1234,not graded,naive (ref),yes,0.991,4.76,1.00,332369878,69623703,910300,2.738816,278490924,56783492,549211,1.972097,0.017565,0.014643,substituted from dedicated naive baseline log
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,512,512,3,1234,not graded,simd,yes,0.241,19.56,4.11,332369878,69623703,910300,2.738816,53878954,12840211,361089,6.701856,0.017565,0.002922,isolated (naive baseline subtracted)
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,512,512,5,1234,not graded,naive (ref),yes,3.194,4.10,1.00,718460018,182931223,930226,1.294750,601553639,149091692,560303,0.931426,0.047118,0.036723,substituted from dedicated naive baseline log
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,512,512,5,1234,not graded,simd,yes,0.840,15.60,3.80,718460018,182931223,930226,1.294750,116906379,33839531,369923,3.164267,0.047118,0.010395,isolated (naive baseline subtracted)
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,1024,1024,3,1234,not graded,naive (ref),yes,4.772,3.95,1.00,1303510765,271813181,3594760,2.757752,1087588944,220339456,2140651,1.968254,0.072987,0.056068,substituted from dedicated naive baseline log
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,1024,1024,3,1234,not graded,simd,yes,1.062,17.77,4.49,1303510765,271813181,3594760,2.757752,215921821,51473725,1454109,6.734424,0.072987,0.016919,isolated (naive baseline subtracted)
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,1024,1024,5,1234,not graded,naive (ref),yes,13.676,3.83,1.00,2847618415,724976121,3724099,1.307794,2380191527,589660167,2223300,0.934084,0.194130,0.157320,substituted from dedicated naive baseline log
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,1024,1024,5,1234,not graded,simd,yes,3.418,15.34,4.00,2847618415,724976121,3724099,1.307794,467426888,135315954,1500799,3.210767,0.194130,0.036810,isolated (naive baseline subtracted)
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,2048,2048,3,1234,not graded,naive (ref),yes,21.796,3.46,1.00,5179146220,1078015373,14576440,2.814448,4316227905,872280611,8641767,2.002157,0.323009,0.263616,substituted from dedicated naive baseline log
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,2048,2048,3,1234,not graded,simd,yes,4.900,15.41,4.45,5179146220,1078015373,14576440,2.814448,862918315,205734762,5934673,6.877445,0.323009,0.059393,isolated (naive baseline subtracted)
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,2048,2048,5,1234,not graded,naive (ref),yes,57.105,3.67,1.00,11356380981,2890855052,23359069,2.056911,9486414542,2349447435,13492458,1.422293,0.803523,0.650540,substituted from dedicated naive baseline log
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,2048,2048,5,1234,not graded,simd,yes,14.493,14.47,3.94,11356380981,2890855052,23359069,2.056911,1869966439,541407617,9866611,5.276357,0.803523,0.152983,isolated (naive baseline subtracted)
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,4096,4096,3,1234,not graded,naive (ref),yes,83.676,3.61,1.00,20696785706,4307179250,93772526,4.530777,17227392632,3479485120,56241129,3.264634,1.252356,1.022770,substituted from dedicated naive baseline log
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,4096,4096,3,1234,not graded,simd,yes,19.055,15.85,4.39,20696785706,4307179250,93772526,4.530777,3469393074,827694130,37531397,10.817857,1.252356,0.229586,isolated (naive baseline subtracted)
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,4096,4096,5,1234,not graded,naive (ref),yes,223.938,3.75,1.00,45384960326,11553068933,145243908,3.200265,37905679948,9387518813,79867109,2.106996,3.158681,2.496753,substituted from dedicated naive baseline log
profile_simd_128bits1unroll_20260906_135240.log,simd,128bits1unroll,4096,4096,5,1234,not graded,simd,yes,56.315,14.90,3.98,45384960326,11553068933,145243908,3.200265,7479280378,2165550120,65376799,8.741055,3.158681,0.661928,isolated (naive baseline subtracted)
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,512,512,3,1234,not graded,naive (ref),yes,1.195,3.95,1.00,317995119,67014744,910832,2.864296,278490924,56783492,549211,1.972097,0.017840,0.014643,substituted from dedicated naive baseline log
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,512,512,3,1234,not graded,simd,yes,0.149,31.75,8.04,317995119,67014744,910832,2.864296,39504195,10231252,361621,9.153990,0.017840,0.003197,isolated (naive baseline subtracted)
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,512,512,5,1234,not graded,naive (ref),yes,3.090,4.24,1.00,685606489,175044581,925568,1.349999,601553639,149091692,560303,0.931426,0.042101,0.036723,substituted from dedicated naive baseline log
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,512,512,5,1234,not graded,simd,yes,0.425,30.87,7.28,685606489,175044581,925568,1.349999,84052850,25952889,365265,4.345659,0.042101,0.005378,isolated (naive baseline subtracted)
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,1024,1024,3,1234,not graded,naive (ref),yes,4.553,4.15,1.00,1245667967,261289137,3591931,2.883538,1087588944,220339456,2140651,1.968254,0.066756,0.056068,substituted from dedicated naive baseline log
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,1024,1024,3,1234,not graded,simd,yes,0.644,29.31,7.07,1245667967,261289137,3591931,2.883538,158079023,40949681,1451280,9.180725,0.066756,0.010688,isolated (naive baseline subtracted)
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,1024,1024,5,1234,not graded,naive (ref),yes,13.679,3.83,1.00,2716721396,693552186,3724354,1.370900,2380191527,589660167,2223300,0.934084,0.177690,0.157320,substituted from dedicated naive baseline log
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,1024,1024,5,1234,not graded,simd,yes,1.789,29.31,7.65,2716721396,693552186,3724354,1.370900,336529869,103892019,1501054,4.460389,0.177690,0.020370,isolated (naive baseline subtracted)
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,2048,2048,3,1234,not graded,naive (ref),yes,21.481,3.51,1.00,4948416076,1036064035,14617345,2.953944,4316227905,872280611,8641767,2.002157,0.306609,0.263616,substituted from dedicated naive baseline log
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,2048,2048,3,1234,not graded,simd,yes,3.061,24.66,7.02,4948416076,1036064035,14617345,2.953944,632188171,163783424,5975578,9.452214,0.306609,0.042993,isolated (naive baseline subtracted)
profile_simd_128bits2unroll_20260906_135342.log,simd,128bits2unroll,2048,2048,5,1234,not graded,naive (ref),yes,58.030,3.61,1.00,10832161543,2765020638,23744928,2.192077,9486414542,2349447435,13492458,1.422293,0.766027,0.650540,substituted from dedicated naive baseline log
